1,algebra
2,1
3,1
4,algebra
5,1
6,1
7,1
8,1
9,algebra
10,1
11,11
12,1
13,1
14,8
15,1
16,algebra
17,1
18,3
19,2
20,1
21,1
22,1
23,1
24,8
25,algebra
26,1
27,2
28,1
29,2
30,1
31,1
32,2
33,1
34,2
35,1
36,algebra
37,1
38,3
39,2
40,1
41,(1st CK)
42,5
43,1
44,4
45,1
46,3
47,1
48,1
49,(2nd CK)
50,1
51,1
52,1
53,536
54,2
55,3
56,1
57,2
58,1
59,2
60,5
61,1
62,1
63,1
64,algebra
65,1
66,1
67,2
68,2
69,4
70,2
71,23
72,1
73,2
74,(3rd CK)
75,1
76,1
77,1
78,1
79,4
80,1
81,algebra
82,4
83,1
84,2
85,1
86,1
87,15
88,2
89,8
90,1
91,1
92,1
93,7
94,12
95,2
96,1
97,1
98,1
99,10
100,algebra
101,1
102,3
103,1
104,2
105,2
106,1
107,9
108,1
109,2
110,4
111,1
112,3
113,1
114,4
115,2
116,5
117,1
118,1
119,4486
120,2
121,(4th CK)
